surgery,age,tempRectal,pulse,respiratoryRate,tempExtrem,pulsePeripheral,mucousMembranes,capilaryRefillTime,pain,peristalsis,abdominalDistension,nasogastricTube,nasogastricReflux,rectalExamination,abdomen,cellVolume,totalProtein,surgicalLesion,pathologyData,lesionSite,lesionType,lesionSubtype,lesionCode,outcome,tempRectalMissing,pulseMissing,respiratoryRateMissing,tempExtremMissing,pulsePeripheralMissing,mucousMembranesMissing,capilaryRefillTimeMissing,painMissing,peristalsisMissing,abdominalDistensionMissing,nasogastricTubeMissing,nasogastricRefluxMissing,rectalExaminationMissing,abdomenMissing,cellVolumeMissing,totalProteinMissing,tempRectalDiscr,pulseDiscr,respiratoryRateDiscr,cellVolumeDiscr,totalProteinDiscr,tempExtrem_cold,tempExtrem_cool,tempExtrem_normal,tempExtrem_warm,pulsePeripheral_absent,pulsePeripheral_increased,pulsePeripheral_normal,pulsePeripheral_reduced,mucousMembranes_brightPink,mucousMembranes_brightRedInjected,mucousMembranes_darkCyanotic,mucousMembranes_normalPink,mucousMembranes_paleCyanotic,mucousMembranes_palePink,pain_alert,pain_continuousSevere,pain_depressed,pain_intermittentMild,pain_intermittentSevere,peristalsis_absent,peristalsis_hypermotile,peristalsis_hypomotile,peristalsis_normal,abdominalDistension_moderate,abdominalDistension_none,abdominalDistension_severe,abdominalDistension_slight,nasogastricTube_none,nasogastricTube_significant,nasogastricTube_slight,nasogastricReflux_<1liter,nasogastricReflux_>1liter,nasogastricReflux_none,rectalExamination_absent,rectalExamination_decreased,rectalExamination_increased,rectalExamination_normal,abdomen_distendedLarge,abdomen_distendedSmall,abdomen_firmFecesLarge,abdomen_normal,abdomen_other,lesionSite_allIntestinalSites,lesionSite_bladder,lesionSite_cecum,lesionSite_colon,lesionSite_colonCecum,lesionSite_colonDescending,lesionSite_colonTransverse,lesionSite_gastric,lesionSite_intestine,lesionSite_none,lesionSite_uterus,lesionType_inflamation,lesionType_none,lesionType_other,lesionType_simple,lesionType_strangulation,lesionSubtype_mechanical,lesionSubtype_none,lesionSubtype_paralytic,lesionCode_adynamic,lesionCode_displacement,lesionCode_extrinsic,lesionCode_hernia,lesionCode_intrinsic,lesionCode_intussuption,lesionCode_lipoma,lesionCode_none,lesionCode_obturation,lesionCode_thromboembolic,lesionCode_torsion,outcome_died,outcome_euthanized,outcome_lived
yes,adult,0.5813953488372103,0.6428571428571428,0.7584395384211915,cool,reduced,palePink,<3,depressed,absent,moderate,none,<1liter,absent,distendedSmall,0.7880377011650541,0.7316219369894983,yes,no,intestine,strangulation,none,intussuption,lived,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,normal,high,high,high,high,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
no,adult,0.023255813953488413,0.3766233766233767,0.5573256944142886,cool,reduced,palePink,<3,intermittentMild,hypomotile,slight,slight,<1liter,absent,distendedSmall,0.5960897597704049,0.04317386231038507,yes,yes,intestine,strangulation,none,lipoma,euthanized,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,low,normal,normal,normal,low,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
no,young,0.6976744186046524,0.7792207792207793,0.9156259354955054,normal,reduced,brightPink,<3,depressed,hypomotile,severe,none,none,absent,distendedLarge,0.6320708718279642,0.060676779463243874,yes,yes,bladder,other,none,none,lived,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,high,high,high,normal,low,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,0.6744186046511622,0.09090909090909094,0.24855213638981222,cool,normal,normalPink,<3,depressed,hypomotile,slight,none,none,decreased,other,0.33036112357173053,0.7082847141190198,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,high,low,low,low,high,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,0.5348837209302317,0.07792207792207795,0.10043278807062062,normal,normal,normalPink,<3,alert,hypermotile,none,none,none,normal,normal,0.45323737841159417,0.6732788798133023,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,normal,low,low,low,high,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,0.46511627906976827,0.06493506493506496,0.494703750675483,normal,normal,normalPink,<3,intermittentSevere,hypomotile,slight,none,none,absent,firmFecesLarge,0.43026977477439576,0.7666277712952159,no,no,none,none,none,none,lived,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,normal,low,normal,low,high,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,0.5348837209302317,0.27272727272727276,0.5697953131966129,cold,reduced,palePink,>=3,intermittentMild,hypomotile,moderate,slight,none,decreased,distendedLarge,0.558143050101152,0.04317386231038507,yes,yes,colon,simple,mechanical,extrinsic,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,normal,normal,low,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
yes,adult,0.41860465116278966,0.19480519480519481,0.4777414021496791,normal,reduced,palePink,>=3,continuousSevere,absent,severe,slight,<1liter,absent,distendedLarge,0.7145448894251976,0.8366394399066511,yes,no,intestine,strangulation,none,torsion,euthanized,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,normal,low,normal,high,high,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
yes,adult,0.5116279069767451,0.3766233766233767,0.6910575271068335,cool,reduced,darkCyanotic,>=3,continuousSevere,hypomotile,moderate,none,<1liter,absent,distendedLarge,0.866662227705489,0.03733955659276546,yes,no,colonCecum,strangulation,none,torsion,died,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,high,high,low,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yes,adult,0.5348837209302317,0.29870129870129875,0.5711558447877627,cool,reduced,paleCyanotic,>=3,continuousSevere,absent,severe,slight,none,absent,distendedLarge,0.6695930016269527,0.2427071178529755,yes,no,allIntestinalSites,simple,paralytic,adynamic,euthanized,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,normal,normal,normal,normal,normal,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
yes,adult,0.4883720930232567,0.3766233766233767,0.596117272973127,cool,reduced,paleCyanotic,<3,depressed,hypomotile,moderate,slight,<1liter,absent,distendedLarge,0.7596021918008811,0.661610268378063,no,no,colon,strangulation,none,torsion,euthanized,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,normal,normal,normal,high,high,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
yes,adult,0.46511627906976827,0.07792207792207795,0.8937721875083,cold,normal,normalPink,<3,intermittentMild,hypomotile,slight,slight,>1liter,absent,distendedSmall,0.5180241260438283,0.05017502917152859,yes,no,intestine,strangulation,none,torsion,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,high,normal,low,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
no,adult,0.3488372093023262,0.11688311688311687,0.4777414021496791,normal,normal,normalPink,<3,alert,hypermotile,none,none,none,normal,normal,0.49494747518661075,0.3313885647607935,no,no,none,none,none,none,lived,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,low,low,normal,normal,normal,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,0.3488372093023262,0.11688311688311687,0.6860950464700419,cool,normal,palePink,<3,intermittentMild,hypomotile,slight,none,none,decreased,distendedLarge,0.5180241260438283,0.603267211201867,yes,no,intestine,strangulation,none,hernia,euthanized,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,low,low,high,normal,high,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
no,adult,0.6046511627906987,0.24675324675324678,0.4013093342958918,warm,normal,palePink,<3,intermittentMild,hypomotile,slight,none,none,normal,distendedLarge,0.45323737841159417,0.03733955659276546,no,yes,cecum,simple,paralytic,adynamic,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,normal,low,low,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
no,adult,0.8372093023255829,0.5064935064935066,0.7822643744395297,cool,reduced,darkCyanotic,>=3,depressed,absent,moderate,none,>1liter,decreased,distendedLarge,0.8153041230431732,0.05484247374562427,no,yes,colonCecum,inflamation,none,none,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,normal,high,high,low,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,0.5348837209302317,0.19480519480519481,0.4013093342958918,normal,normal,normalPink,>=3,alert,hypomotile,none,none,none,decreased,normal,0.3566467104450055,0.7316219369894983,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,normal,low,normal,low,high,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,0.3023255813953476,0.11688311688311687,0.1811833861997867,normal,normal,palePink,<3,intermittentMild,hypermotile,moderate,slight,none,decreased,firmFecesLarge,0.4970766255934729,0.03850641773628938,yes,yes,colon,strangulation,none,torsion,lived,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,low,low,low,normal,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
no,adult,0.6511627906976738,0.4532467532467533,0.6515645211990697,cool,absent,darkCyanotic,>=3,intermittentSevere,absent,severe,none,>1liter,absent,distendedLarge,0.8715826399476887,0.0956826137689615,yes,yes,colon,other,none,none,died,yes,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high,normal,high,high,low,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
no,adult,0.46511627906976827,0.16883116883116883,0.49304076802434604,normal,increased,palePink,<3,alert,hypermotile,none,none,none,normal,normal,0.5383692478804001,0.7899649941656943,no,no,none,none,none,none,lived,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,normal,normal,high,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,0.5348837209302317,0.09090909090909094,0.4218713454048557,cool,normal,brightPink,<3,intermittentMild,hypomotile,moderate,slight,none,normal,distendedLarge,0.5773743144608634,0.03733955659276546,yes,yes,intestine,strangulation,none,lipoma,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,normal,normal,low,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
yes,adult,0.5348837209302317,0.32467532467532473,0.6860950464700419,cool,reduced,darkCyanotic,>=3,intermittentSevere,hypomotile,none,slight,>1liter,normal,distendedSmall,0.914260536431291,0.08051341890315052,yes,no,intestine,strangulation,none,hernia,euthanized,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,normal,normal,high,high,low,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
yes,adult,0.5348837209302317,0.6623376623376624,0.6110715846548478,cool,reduced,darkCyanotic,>=3,depressed,absent,slight,slight,<1liter,absent,distendedSmall,0.7880377011650541,0.05484247374562427,yes,yes,intestine,simple,mechanical,intrinsic,lived,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,normal,high,normal,high,low,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
no,adult,0.41860465116278966,0.3376623376623377,0.1811833861997867,cool,normal,normalPink,>=3,intermittentSevere,hypomotile,moderate,none,<1liter,absent,distendedSmall,0.6827426937465582,0.04317386231038507,yes,no,intestine,strangulation,none,torsion,euthanized,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,normal,normal,low,normal,low,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
no,adult,0.6046511627906987,0.14285714285714285,0.39492372395550723,normal,normal,normalPink,<3,intermittentMild,hypomotile,slight,none,none,normal,firmFecesLarge,0.3031050729396805,0.03850641773628938,no,yes,none,none,none,none,lived,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,normal,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,young,0.5116279069767451,0.6103896103896105,0.9915701080767902,normal,reduced,brightPink,<3,depressed,hypomotile,severe,none,none,absent,distendedLarge,0.6320708718279642,0.05484247374562427,yes,yes,bladder,other,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,normal,high,high,normal,low,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,0.3023255813953476,0.12987012987012986,0.596117272973127,normal,normal,palePink,<3,alert,hypomotile,slight,none,none,normal,normal,0.5773743144608634,0.04317386231038507,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,low,low,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
